date,adj_close,close,high,low,open,volume,ticker,return,log_return,sma_5,rel_sma_5,sma_10,rel_sma_10,sma_20,rel_sma_20,sma_50,rel_sma_50,rsi,volatility,rolling_max,drawdown_pct,macd,macd_signal,macd_hist,bb_upper,bb_lower,bb_width,bb_pos,atr14,return_lag_1,return_lag_2,return_lag_3,return_lag_5,return_lag_10,ret_skew_20,ret_kurt_20,next_return
2010-03-16,87.59686279296875,116.41000366210938,116.5199966430664,115.48999786376952,115.80999755859376,168673000,SPY,0.007966108658635118,0.007934546721467414,86.95423583984375,0.007390404238714954,86.21228408813477,0.016060109292760805,84.854048538208,0.03232390560039944,83.96897552490235,0.04320509146846141,97.45255462517112,0.005395038475799811,87.59686279296875,0.0,1.1060099691627414,0.774610634997416,0.3313993341653254,88.03053505270003,81.67756202371598,0.07486941564194868,0.8634742321063773,28.707225799560547,0.00025983954578756574,8.667923676597411e-05,0.004174886848758108,0.0016630252774874066,0.002770284413570856,-0.5146768479945623,2.8138826438931046,0.005927189279167022
2010-03-17,88.1160659790039,117.0999984741211,117.4800033569336,116.41999816894533,116.76000213623048,177468100,SPY,0.005927189279167022,0.005909692596184335,87.27479248046875,0.009639364066358791,86.57347564697265,0.017818278872406612,85.11139869689941,0.03530276000756105,84.025712890625,0.048679778459044476,99.99999971065282,0.005422052768533043,88.1160659790039,0.0,1.1950125597712997,0.8586910199521928,0.33632153981910695,88.47344133184973,81.7493560619491,0.07900334588281863,0.8937029084567794,28.88748550415039,0.007966108658635118,0.00025983954578756574,8.667923676597411e-05,0.004455776055044547,0.0008915386243339984,-0.5361063929359563,2.7218576664371525,-0.0005124875438858867
2010-03-18,88.07090759277344,117.04000091552734,117.2699966430664,116.56999969482422,117.11000061035156,196509100,SPY,-0.0005124875438858867,-0.0005126189105116294,87.51408081054687,0.006362710744022948,86.9045654296875,0.013420953862655294,85.34203491210937,0.03197571611075878,84.07703170776367,0.04750257952602022,99.0652298757028,0.005433006016788289,88.1160659790039,-0.0005124875438858867,1.2475231790414227,0.9364574517700388,0.31106572727138393,88.85599297942105,81.82807684479769,0.08234999483875438,0.7765808890187437,28.981165204729354,0.005927189279167022,0.007966108658635118,0.00025983954578756574,0.004174886848758108,0.0030277728823646655,-0.36084155798317064,2.545141672873415,-0.005061232905074098
2010-03-19,87.62516021728516,115.97000122070312,117.29000091552734,115.5199966430664,115.97000122070312,226641100,SPY,-0.005061232905074098,-0.0050740843253598705,87.66271362304687,-0.0004283851618283041,87.0699333190918,0.006376792504923179,85.54173049926757,0.024355711602484176,84.11823196411133,0.041690465566014856,88.87172815934831,0.005704287080059341,88.1160659790039,-0.005571126630139367,1.2388889940541077,0.9969437602268526,0.24194523382725508,89.09999250972444,81.9834684888107,0.08319359427608825,0.5855189166254122,29.020404815673828,-0.0005124875438858867,0.005927189279167022,0.007966108658635118,8.667923676597411e-05,0.01429296151530779,-0.25065730386788226,1.606512892837217,0.00534600819053721
2010-03-22,88.0936050415039,116.58999633789062,116.8000030517578,115.23999786376952,115.30999755859376,184477800,SPY,0.00534600819053721,0.005331769014706724,87.90052032470703,0.0021966276887055436,87.28064270019532,0.00931434870502823,85.76409492492675,0.02716183408238937,84.1615771484375,0.046719988221363806,89.43502027956873,0.005717771405281097,88.1160659790039,-0.00025490172819730983,1.255374743998246,1.0486299569811313,0.20674478701711463,89.37901681659552,82.14917303325798,0.08429919058298065,0.6444150622732709,29.065438951764783,-0.005061232905074098,-0.0005124875438858867,0.005927189279167022,0.00025983954578756574,0.00017482433703852607,-0.3879681033831451,1.6318706713455935,0.007032976359717891
2010-03-23,88.71316528320312,117.41000366210938,117.51000213623048,116.37999725341795,116.76000213623048,182941600,SPY,0.007032976359717891,0.0070083603300589185,88.1237808227539,0.006688143143048553,87.53900833129883,0.013412956969544254,86.0682300567627,0.03073067988845679,84.2115950012207,0.05345546871445883,90.54282044800962,0.00461506857946044,88.71316528320312,0.0,1.3034082739874862,1.0995856203824024,0.20382265360508378,89.59553072431794,82.54092938920746,0.08196521911018669,0.7498468304727122,29.12795857020787,0.00534600819053721,-0.005061232905074098,-0.0005124875438858867,0.007966108658635118,0.0016630252774874066,0.5212271490975906,0.267126452482799,-0.004854653652811014
2010-03-24,88.2824935913086,116.83999633789062,117.43000030517578,115.58000183105467,116.97000122070312,196072600,SPY,-0.004854653652811014,-0.004866475760867826,88.15706634521484,0.0014227701906797119,87.7159294128418,0.0064590796934980155,86.31282997131348,0.022820056075669726,84.25059158325195,0.047856067622653375,82.82445928466618,0.004779592036797741,88.71316528320312,-0.004854653652811014,1.2918321494234988,1.1380349261906217,0.15379722323287703,89.73519925549726,82.89046068712969,0.07930151949093962,0.5755263257306081,29.158028738839285,0.007032976359717891,0.00534600819053721,-0.005061232905074098,0.005927189279167022,0.004455776055044547,0.5473817983641392,0.5459584480094497,-0.001626169708788816
2010-03-25,88.13893127441406,116.6500015258789,118.16999816894533,116.51000213623048,117.62999725341795,223396300,SPY,-0.001626169708788816,-0.0016274933579297623,88.17067108154296,-0.00035998146253812813,87.84237594604492,0.003375993934308985,86.55589714050294,0.01828915401733333,84.30281936645508,0.04550395748075542,75.21622096099077,0.004792608943083774,88.71316528320312,-0.006472928870883021,1.2565885376690034,1.1617456484862982,0.09484288918270511,89.75376561524602,83.35802866575985,0.07389140613989971,0.49502790559367016,29.179994310651505,-0.004854653652811014,0.007032976359717891,0.00534600819053721,-0.0005124875438858867,0.004174886848758108,0.5441683522988353,0.5216556291863959,-0.0006005602574532531
2010-03-26,88.08599853515625,116.58000183105467,117.41999816894533,116.12000274658205,116.87000274658205,205808500,SPY,-0.0006005602574532531,-0.0006007406659990871,88.2628387451172,-0.0020035635888804304,87.96277618408203,0.0014008465446377905,86.7936840057373,0.014889499670661666,84.339541015625,0.04442112767529971,74.21200792535436,0.00483044069990161,88.71316528320312,-0.0070696017445071035,1.2104333693431073,1.17148319265766,0.0389501766854472,89.67304265514436,83.91432535633025,0.06634949725566537,0.44882027087394977,29.23231942313058,-0.001626169708788816,-0.004854653652811014,0.007032976359717891,-0.005061232905074098,8.667923676597411e-05,0.5583533527963599,0.445423785566776,0.006348041610281685
2010-03-29,88.64517211914062,117.31999969482422,117.52999877929688,116.69000244140624,117.16999816894533,134513500,SPY,0.006348041610281685,0.006327977660563676,88.37315216064454,0.003078083692223732,88.13683624267578,0.005767575716754791,87.01616096496582,0.01872078859961057,84.38278045654297,0.050512576612627536,76.47058800999288,0.004573913788928778,88.71316528320312,-0.0007664382602676767,1.2050842399544308,1.1782034021170142,0.02688083783741657,89.73332177106771,84.29900015886393,0.0624518658589095,0.5995269584034295,29.263784681047714,-0.0006005602574532531,-0.001626169708788816,-0.004854653652811014,0.00534600819053721,0.00025983954578756574,0.5646583919523287,1.0017562466203964,0.0006816480045443996
