date,adj_close,close,high,low,open,volume,ticker
2010-04-07,89.43095397949219,118.36000061035156,119.36000061035156,117.80999755859375,118.80000305175781,184576300,SPY
2010-04-08,89.74075317382812,118.7699966430664,118.97000122070312,117.5999984741211,117.94999694824219,158704000,SPY
2010-04-09,90.33013916015625,119.55000305175781,119.5999984741211,118.80000305175781,119.0199966430664,133006500,SPY
2010-04-12,90.47368621826172,119.73999786376953,120.05000305175781,119.55999755859375,119.69999694824219,110279000,SPY
2010-04-13,90.54167938232422,119.83000183105469,120.04000091552734,119.0,119.62000274658203,125043600,SPY
2010-04-14,91.56926727294922,121.19000244140625,121.19000244140625,120.08000183105469,120.2699966430664,161609000,SPY
2010-04-15,91.64485931396484,121.29000091552734,121.56999969482422,120.94999694824219,120.98999786376953,144615300,SPY
2010-04-16,90.18656158447266,119.36000061035156,121.29000091552734,118.75,120.86000061035156,366786700,SPY
2010-04-19,90.52655792236328,119.80999755859375,119.93000030517578,118.47000122070312,119.01000213623047,217947800,SPY
2010-04-20,91.3350601196289,120.87999725341797,120.9800033569336,119.87000274658203,120.55999755859375,157708000,SPY
2010-04-21,91.16883087158203,120.66000366210938,121.2300033569336,119.98999786376953,120.94999694824219,192910100,SPY
2010-04-22,91.4408187866211,121.0199966430664,121.16999816894531,119.12000274658203,119.80999755859375,115360300,SPY
2010-04-23,92.0377426147461,121.80999755859375,121.86000061035156,120.62999725341797,120.94000244140625,177335500,SPY
2010-04-26,91.69017028808594,121.3499984741211,122.12000274658203,121.2300033569336,121.8499984741211,143457300,SPY
2010-04-27,89.52165985107422,118.4800033569336,121.33999633789062,118.25,120.6500015258789,355853300,SPY
2010-04-28,90.20165252685547,119.37999725341797,119.68000030517578,118.2699966430664,119.05000305175781,300674100,SPY
2010-04-29,91.31993103027344,120.86000061035156,121.11000061035156,120.06999969482422,120.0999984741211,193775000,SPY
2010-04-30,89.77099609375,118.80999755859375,121.01000213623047,118.77999877929688,120.87999725341797,270000900,SPY
2010-05-03,90.9345703125,120.3499984741211,120.68000030517578,119.19999694824219,119.37999725341797,182747900,SPY
2010-05-04,88.79631805419922,117.5199966430664,119.02999877929688,116.91999816894531,119.01000213623047,360353400,SPY
2010-05-05,88.26739501953125,116.81999969482422,117.80000305175781,115.97000122070312,116.55999755859375,328973200,SPY
2010-05-06,85.33573150634766,112.94000244140625,117.0,105.0,116.26000213623047,647356600,SPY
2010-05-07,84.06631469726562,111.26000213623047,113.7699966430664,109.41000366210938,112.63999938964844,637558800,SPY
2010-05-10,87.76870727539062,116.16000366210938,116.6500015258789,114.91000366210938,115.80999755859375,396159600,SPY
2010-05-11,87.51936340332031,115.83000183105469,117.36000061035156,114.91000366210938,115.06999969482422,317849800,SPY
2010-05-12,88.74339294433594,117.44999694824219,117.62000274658203,116.08999633789062,116.29000091552734,235607100,SPY
2010-05-13,87.64024353027344,115.98999786376953,117.68000030517578,115.88999938964844,117.12999725341797,234452500,SPY
2010-05-14,86.05351257324219,113.88999938964844,115.33000183105469,112.87000274658203,115.12000274658203,345601400,SPY
2010-05-17,86.09886169433594,113.94999694824219,114.5199966430664,111.7699966430664,114.19999694824219,325739800,SPY
2010-05-18,84.92768859863281,112.4000015258789,115.22000122070312,112.02999877929688,114.87999725341797,360556800,SPY
2010-05-19,84.444091796875,111.76000213623047,112.7699966430664,110.36000061035156,111.7699966430664,394742700,SPY
2010-05-20,81.25556945800781,107.54000091552734,109.88999938964844,107.47000122070312,109.37999725341797,530418300,SPY
2010-05-21,82.44182586669922,109.11000061035156,109.37999725341797,105.36000061035156,105.91000366210938,500909400,SPY
2010-05-24,81.38399505615234,107.70999908447266,109.38999938964844,107.61000061035156,108.5199966430664,269823000,SPY
2010-05-25,81.46710968017578,107.81999969482422,107.87000274658203,104.37999725341797,105.11000061035156,396505200,SPY
2010-05-26,80.97599029541016,107.16999816894531,109.47000122070312,106.8499984741211,108.4800033569336,349719300,SPY
2010-05-27,83.68856048583984,110.76000213623047,110.80000305175781,108.77999877929688,109.19000244140625,300870500,SPY
2010-05-28,82.63825988769531,109.37000274658203,110.72000122070312,108.8499984741211,110.63999938964844,297933500,SPY
2010-06-01,81.24798583984375,107.52999877929688,109.94999694824219,107.37000274658203,108.3499984741211,277909400,SPY
2010-06-02,83.36363983154297,110.33000183105469,110.33999633789062,107.51000213623047,108.08000183105469,240243700,SPY
2010-06-03,83.65074920654297,110.70999908447266,111.05999755859375,109.58000183105469,110.6500015258789,226618300,SPY
2010-06-04,80.7115478515625,106.81999969482422,109.33000183105469,106.45999908447266,108.61000061035156,398475600,SPY
2010-06-07,79.70659637451172,105.48999786376953,107.61000061035156,105.41000366210938,107.19999694824219,264609100,SPY
2010-06-08,80.5604476928711,106.62000274658203,106.83000183105469,104.6500015258789,105.56999969482422,357774300,SPY
2010-06-09,80.12974548339844,106.05000305175781,108.27999877929688,105.5999984741211,107.23999786376953,268023300,SPY
2010-06-10,82.4720687866211,109.1500015258789,109.27999877929688,106.04000091552734,107.86000061035156,317890600,SPY
2010-06-11,82.87252044677734,109.68000030517578,109.75,108.12000274658203,108.19000244140625,214128200,SPY
2010-06-14,82.74406433105469,109.51000213623047,111.12000274658203,109.4000015258789,110.5199966430664,207196100,SPY
2010-06-15,84.62548065185547,112.0,112.0999984741211,110.08999633789062,110.27999877929688,238268700,SPY
2010-06-16,84.59521484375,111.95999908447266,112.41999816894531,111.19999694824219,111.41999816894531,216374000,SPY
2010-06-17,84.73123931884766,112.13999938964844,112.33000183105469,111.05000305175781,112.27999877929688,263185800,SPY
2010-06-18,84.8231201171875,111.7300033569336,112.12999725341797,111.37000274658203,111.83000183105469,174006600,SPY
2010-06-21,84.58016204833984,111.41000366210938,113.19999694824219,110.79000091552734,113.12000274658203,213140700,SPY
2010-06-22,83.18328094482422,109.56999969482422,111.9000015258789,109.41000366210938,111.41000366210938,239355400,SPY
2010-06-23,82.9251708984375,109.2300033569336,110.02999877929688,108.4800033569336,109.63999938964844,254639900,SPY
2010-06-24,81.551025390625,107.41999816894531,108.83000183105469,107.13999938964844,108.69000244140625,268523600,SPY
2010-06-25,81.8927001953125,107.87000274658203,108.41999816894531,106.7699966430664,107.73999786376953,238726500,SPY
2010-06-28,81.63457489013672,107.52999877929688,108.31999969482422,107.13999938964844,108.02999877929688,169218600,SPY
2010-06-29,79.11405944824219,104.20999908447266,107.51000213623047,103.55000305175781,106.0199966430664,373649500,SPY
2010-06-30,78.36247253417969,103.22000122070312,104.87999725341797,102.87999725341797,103.91999816894531,284101700,SPY
2010-07-01,78.01324462890625,102.76000213623047,103.48999786376953,101.12999725341797,103.1500015258789,382924800,SPY
2010-07-02,77.58811950683594,102.19999694824219,103.41999816894531,101.62000274658203,103.11000061035156,233385200,SPY
2010-07-06,78.09676361083984,102.87000274658203,104.37000274658203,101.87999725341797,103.63999938964844,256935300,SPY
2010-07-07,80.5565414428711,106.11000061035156,106.23999786376953,103.0199966430664,103.12999725341797,253769400,SPY
2010-07-08,81.3536605834961,107.16000366210938,107.27999877929688,105.91000366210938,107.0,210842100,SPY
2010-07-09,81.96097564697266,107.95999908447266,107.97000122070312,106.93000030517578,107.12999725341797,144999900,SPY
2010-07-12,82.0141372680664,108.02999877929688,108.23999786376953,107.1500015258789,107.5999984741211,131283600,SPY
2010-07-13,83.25161743164062,109.66000366210938,110.08999633789062,108.93000030517578,109.1500015258789,213025900,SPY
2010-07-14,83.24401092529297,109.6500015258789,110.08000183105469,108.86000061035156,109.30999755859375,184426800,SPY
2010-07-15,83.26677703857422,109.68000030517578,110.05999755859375,108.16999816894531,109.61000061035156,232337900,SPY
2010-07-16,80.97406005859375,106.66000366210938,109.20999908447266,106.44999694824219,109.08999633789062,282693400,SPY
2010-07-19,81.4523696899414,107.29000091552734,107.62999725341797,106.22000122070312,107.05000305175781,186709000,SPY
2010-07-20,82.35577392578125,108.4800033569336,108.55999755859375,105.81999969482422,105.87000274658203,258162400,SPY
2010-07-21,81.28531646728516,107.06999969482422,109.06999969482422,106.62999725341797,109.04000091552734,264527000,SPY
2010-07-22,83.09976196289062,109.45999908447266,109.94000244140625,108.33000183105469,108.33999633789062,274781300,SPY
2010-07-23,83.82098388671875,110.41000366210938,110.56999969482422,108.93000030517578,109.23999786376953,222020800,SPY
2010-07-26,84.69403839111328,111.55999755859375,111.66999816894531,110.29000091552734,110.5999984741211,184445700,SPY
2010-07-27,84.68643951416016,111.55000305175781,112.29000091552734,111.11000061035156,112.16999816894531,204855600,SPY
2010-07-28,84.13984680175781,110.83000183105469,111.66000366210938,110.45999908447266,111.31999969482422,163056200,SPY
2010-07-29,83.7298812866211,110.29000091552734,111.81999969482422,109.41000366210938,111.5199966430664,220149100,SPY
2010-07-30,83.71471405029297,110.2699966430664,110.86000061035156,108.9800033569336,109.16999816894531,220070600,SPY
2010-08-02,85.60507202148438,112.76000213623047,112.94000244140625,111.54000091552734,111.98999786376953,188263200,SPY
2010-08-03,85.19513702392578,112.22000122070312,112.7699966430664,111.8499984741211,112.4800033569336,146657300,SPY
2010-08-04,85.76451873779297,112.97000122070312,113.11000061035156,112.16000366210938,112.52999877929688,158171700,SPY
2010-08-05,85.67340850830078,112.8499984741211,112.91000366210938,112.08000183105469,112.25,140473800,SPY
2010-08-06,85.32416534423828,112.38999938964844,112.56999969482422,110.91999816894531,111.73999786376953,239728300,SPY
2010-08-09,85.77967071533203,112.98999786376953,113.18000030517578,112.31999969482422,112.91999816894531,120800400,SPY
2010-08-10,85.31655883789062,112.37999725341797,112.9800033569336,111.37000274658203,112.02999877929688,242916300,SPY
2010-08-11,82.97831726074219,109.30000305175781,110.69000244140625,109.12000274658203,110.6500015258789,273406900,SPY
2010-08-12,82.46965789794922,108.62999725341797,109.0199966430664,107.5999984741211,107.6500015258789,239542600,SPY
2010-08-13,82.2267074584961,108.30999755859375,108.95999908447266,108.18000030517578,108.29000091552734,158698500,SPY
2010-08-16,82.18878173828125,108.26000213623047,108.61000061035156,107.18000030517578,107.56999969482422,147895300,SPY
2010-08-17,83.19845581054688,109.58999633789062,110.38999938964844,108.87999725341797,109.19000244140625,172270300,SPY
2010-08-18,83.35030364990234,109.79000091552734,110.37999725341797,108.91000366210938,109.54000091552734,182922100,SPY
2010-08-19,81.9002456665039,107.87999725341797,109.48999786376953,107.43000030517578,109.22000122070312,265847600,SPY
2010-08-20,81.63457489013672,107.52999877929688,107.94000244140625,106.75,107.55999755859375,209714200,SPY
2010-08-23,81.32328033447266,107.12000274658203,108.56999969482422,107.06999969482422,108.04000091552734,163490300,SPY
2010-08-24,80.11620330810547,105.52999877929688,106.38999938964844,104.97000122070312,105.94999694824219,280677800,SPY
2010-08-25,80.42745208740234,105.94000244140625,106.33999633789062,104.29000091552734,104.94999694824219,272234800,SPY
2010-08-26,79.88844299316406,105.2300033569336,106.58000183105469,104.87999725341797,106.44000244140625,224439500,SPY
2010-08-27,81.12586212158203,106.86000061035156,106.97000122070312,104.30999755859375,105.88999938964844,272649000,SPY
2010-08-30,79.94916534423828,105.30999755859375,106.91000366210938,105.30000305175781,106.58000183105469,167238600,SPY
2010-08-31,79.94916534423828,105.30999755859375,105.9800033569336,104.48999786376953,104.91999816894531,273933100,SPY
2010-09-01,82.340576171875,108.45999908447266,108.61000061035156,106.66000366210938,106.7300033569336,256828100,SPY
2010-09-02,83.10736846923828,109.47000122070312,109.48999786376953,108.48999786376953,108.72000122070312,156112200,SPY
2010-09-03,84.18540954589844,110.88999938964844,110.98999786376953,109.94999694824219,110.54000091552734,212197300,SPY
2010-09-07,83.2364273071289,109.63999938964844,110.51000213623047,109.55000305175781,110.37000274658203,141973700,SPY
2010-09-08,83.82098388671875,110.41000366210938,110.8499984741211,109.80999755859375,109.86000061035156,149924400,SPY
2010-09-09,84.20816802978516,110.91999816894531,111.68000030517578,110.62000274658203,111.6500015258789,147017900,SPY
2010-09-10,84.63329315185547,111.4800033569336,111.61000061035156,110.87000274658203,111.12000274658203,127819000,SPY
2010-09-13,85.57467651367188,112.72000122070312,112.94999694824219,112.12999725341797,112.58000183105469,178503500,SPY
2010-09-14,85.52156066894531,112.6500015258789,113.29000091552734,112.08000183105469,112.5,209823600,SPY
2010-09-15,85.84801483154297,113.08000183105469,113.20999908447266,111.9800033569336,112.31999969482422,168608400,SPY
2010-09-16,85.8252182006836,113.05000305175781,113.12000274658203,112.3499984741211,112.7300033569336,199962900,SPY
2010-09-17,85.85729217529297,112.48999786376953,113.1500015258789,112.18000030517578,113.04000091552734,195836900,SPY
2010-09-20,87.17003631591797,114.20999908447266,114.45999908447266,112.5199966430664,112.87999725341797,214555200,SPY
2010-09-21,86.9945297241211,113.9800033569336,114.83999633789062,113.51000213623047,114.30000305175781,268389100,SPY
2010-09-22,86.56710815429688,113.41999816894531,114.44000244140625,113.0999984741211,113.80000305175781,191322400,SPY
2010-09-23,85.86491394042969,112.5,113.66999816894531,112.18000030517578,112.48999786376953,202354300,SPY
2010-09-24,87.63563537597656,114.81999969482422,114.9000015258789,113.6500015258789,113.75,209671800,SPY
2010-09-27,87.2158432006836,114.2699966430664,114.98999786376953,114.16000366210938,114.86000061035156,128761800,SPY
2010-09-28,87.52113342285156,114.66999816894531,115.04000091552734,113.18000030517578,114.41999816894531,209207500,SPY
2010-09-29,87.36851501464844,114.47000122070312,114.91000366210938,114.0199966430664,114.37999725341797,179665800,SPY
2010-09-30,87.10897064208984,114.12999725341797,115.79000091552734,113.58999633789062,115.05000305175781,287106700,SPY
2010-10-01,87.47537231445312,114.61000061035156,115.12000274658203,113.93000030517578,114.98999786376953,174638700,SPY
2010-10-04,86.81895446777344,113.75,114.8499984741211,113.18000030517578,114.37000274658203,166153200,SPY
2010-10-05,88.5667953491211,116.04000091552734,116.31999969482422,114.66999816894531,114.80000305175781,229634100,SPY
2010-10-06,88.5591812133789,116.02999877929688,116.33000183105469,115.55999755859375,116.0199966430664,148626600,SPY
2010-10-07,88.45230102539062,115.88999938964844,116.52999877929688,115.19000244140625,116.5,164860000,SPY
2010-10-08,88.94839477539062,116.54000091552734,116.86000061035156,115.61000061035156,116.05000305175781,177760100,SPY
2010-10-11,89.03238677978516,116.6500015258789,116.97000122070312,116.25,116.72000122070312,103098300,SPY
2010-10-12,89.3071517944336,117.01000213623047,117.3499984741211,115.6500015258789,116.2699966430664,182210000,SPY
2010-10-13,90.00170135498047,117.91999816894531,118.55000305175781,117.37999725341797,117.66000366210938,194347200,SPY
2010-10-14,89.65058898925781,117.45999908447266,118.01000213623047,116.72000122070312,117.80999755859375,217764300,SPY
2010-10-15,89.83378601074219,117.69999694824219,118.3499984741211,116.76000213623047,118.27999877929688,243705000,SPY
2010-10-18,90.27642822265625,118.27999877929688,118.66999816894531,117.30999755859375,117.73999786376953,141204800,SPY
2010-10-19,89.09342956542969,116.7300033569336,117.8499984741211,116.0199966430664,117.19000244140625,280604700,SPY
2010-10-20,89.9635238647461,117.87000274658203,118.44000244140625,116.87000274658203,116.94000244140625,200051800,SPY
2010-10-21,90.16199493408203,118.12999725341797,119.08999633789062,117.20999908447266,118.4000015258789,221585500,SPY
2010-10-22,90.32987976074219,118.3499984741211,118.52999877929688,118.0,118.30999755859375,108212400,SPY
2010-10-25,90.59700775146484,118.69999694824219,119.76000213623047,118.61000061035156,119.13999938964844,151145700,SPY
2010-10-26,90.61228942871094,118.72000122070312,118.83999633789062,117.87000274658203,118.0999984741211,158982900,SPY
2010-10-27,90.3527603149414,118.37999725341797,118.51000213623047,117.26000213623047,117.88999938964844,190024000,SPY
2010-10-28,90.36804962158203,118.4000015258789,119.11000061035156,117.83000183105469,119.05999755859375,168576000,SPY
2010-10-29,90.43672180175781,118.48999786376953,118.72000122070312,118.06999969482422,118.27999877929688,144305500,SPY
2010-11-01,90.46727752685547,118.52999877929688,119.75,117.8499984741211,119.06999969482422,174074800,SPY
2010-11-02,91.18470001220703,119.47000122070312,119.75,119.0999984741211,119.41999816894531,158345900,SPY
2010-11-03,91.55106353759766,119.94999694824219,120.0199966430664,118.44999694824219,119.68000030517578,226702800,SPY
2010-11-04,93.31417846679688,122.26000213623047,122.31999969482422,119.97000122070312,121.27999877929688,215039400,SPY
2010-11-05,93.665283203125,122.72000122070312,122.91999816894531,122.18000030517578,122.33999633789062,180654100,SPY
2010-11-08,93.48968505859375,122.48999786376953,122.69000244140625,121.94000244140625,122.33999633789062,156107100,SPY
2010-11-09,92.81805419921875,121.61000061035156,122.94999694824219,121.12000274658203,122.81999969482422,186621600,SPY
2010-11-10,93.19203186035156,122.0999984741211,122.16000366210938,120.66000366210938,121.58000183105469,221387400,SPY
2010-11-11,92.84095001220703,121.63999938964844,121.81999969482422,120.68000030517578,121.05000305175781,158017600,SPY
2010-11-12,91.74189758300781,120.19999694824219,121.3499984741211,119.6500015258789,120.81999969482422,239068800,SPY
2010-11-15,91.61211395263672,120.02999877929688,121.05000305175781,119.9800033569336,120.58000183105469,163940800,SPY
2010-11-16,90.18488311767578,118.16000366210938,119.48999786376953,117.58999633789062,119.29000091552734,299566200,SPY
2010-11-17,90.23067474365234,118.22000122070312,118.70999908447266,117.86000061035156,118.20999908447266,172308900,SPY
2010-11-18,91.5586929321289,119.95999908447266,120.38999938964844,119.3499984741211,119.36000061035156,197723700,SPY
2010-11-19,91.81056213378906,120.29000091552734,120.33999633789062,119.25,119.9000015258789,156852900,SPY
2010-11-22,91.73424530029297,120.19000244140625,120.23999786376953,118.7699966430664,119.69000244140625,181361000,SPY
2010-11-23,90.40620422363281,118.44999694824219,119.0199966430664,117.98999786376953,118.7699966430664,222309000,SPY
2010-11-24,91.74189758300781,120.19999694824219,120.2300033569336,119.18000030517578,119.19999694824219,140046100,SPY
2010-11-26,90.67333984375,118.80000305175781,119.80999755859375,118.80000305175781,119.16000366210938,76007800,SPY
2010-11-29,90.94812774658203,119.16000366210938,119.4800033569336,117.73999786376953,118.5,223642300,SPY
2010-11-30,90.43672180175781,118.48999786376953,119.16999816894531,117.80999755859375,117.9800033569336,233930700,SPY
2010-12-01,92.360107421875,121.01000213623047,121.23999786376953,120.19000244140625,120.19999694824219,221037200,SPY
2010-12-02,93.54314422607422,122.55999755859375,122.6500015258789,121.12999725341797,121.19999694824219,191213600,SPY
2010-12-03,93.79499816894531,122.88999938964844,123.02999877929688,122.11000061035156,122.13999938964844,151288900,SPY
2010-12-06,93.69579315185547,122.76000213623047,123.04000091552734,122.5,122.62999725341797,103050500,SPY
2010-12-07,93.74920654296875,122.83000183105469,124.01000213623047,122.76000213623047,123.94000244140625,206581000,SPY
2010-12-08,94.09268188476562,123.27999877929688,123.37999725341797,122.41000366210938,122.9800033569336,138019200,SPY
2010-12-09,94.45902252197266,123.76000213623047,124.0199966430664,123.1500015258789,123.97000122070312,123705100,SPY
2010-12-10,95.00856018066406,124.4800033569336,124.5999984741211,123.7300033569336,124.13999938964844,117571700,SPY
2010-12-13,95.06962585449219,124.55999755859375,125.19999694824219,124.5199966430664,125.05000305175781,133812700,SPY
2010-12-14,95.15357971191406,124.66999816894531,125.2300033569336,124.29000091552734,124.75,147249600,SPY
2010-12-15,94.71852111816406,124.0999984741211,124.93000030517578,123.88999938964844,124.44000244140625,160823100,SPY
2010-12-16,95.26808166503906,124.81999969482422,124.91000366210938,123.75,124.18000030517578,185035200,SPY
2010-12-17,95.37012481689453,124.30000305175781,124.45999908447266,123.81999969482422,124.08000183105469,141075300,SPY
2010-12-20,95.60028839111328,124.5999984741211,124.9000015258789,123.9800033569336,124.63999938964844,119085500,SPY
2010-12-21,96.2064437866211,125.38999938964844,125.47000122070312,124.87000274658203,124.98999786376953,94965500,SPY
2010-12-22,96.5056381225586,125.77999877929688,125.81999969482422,125.41000366210938,125.4800033569336,78878100,SPY
2010-12-23,96.3675765991211,125.5999984741211,125.77999877929688,125.29000091552734,125.63999938964844,70053700,SPY
2010-12-27,96.4059066772461,125.6500015258789,125.7699966430664,125.04000091552734,125.12999725341797,58126000,SPY
2010-12-28,96.54400634765625,125.83000183105469,125.94999694824219,125.5,125.9000015258789,55309100,SPY
2010-12-29,96.61308288574219,125.91999816894531,126.19999694824219,125.9000015258789,125.9800033569336,58033100,SPY
2010-12-30,96.45960998535156,125.72000122070312,126.12999725341797,125.52999877929688,125.80000305175781,76616900,SPY
2010-12-31,96.48262786865234,125.75,125.87000274658203,125.33000183105469,125.52999877929688,91218900,SPY
2011-01-03,97.48009490966797,127.05000305175781,127.5999984741211,125.69999694824219,126.70999908447266,138725200,SPY
2011-01-04,97.4263916015625,126.9800033569336,127.37000274658203,126.19000244140625,127.33000183105469,137409700,SPY
2011-01-05,97.9327621459961,127.63999938964844,127.72000122070312,126.45999908447266,126.58000183105469,133975300,SPY
2011-01-06,97.7409439086914,127.38999938964844,127.83000183105469,127.01000213623047,127.69000244140625,122519000,SPY
