mse_mean,mse_std,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,corr_pearson_mean,corr_pearson_std,corr_spearman_mean,corr_spearman_std,directional_accuracy_mean,directional_accuracy_std,total_observations,folds
0.01552719255562372,0.018364541911088966,0.1110571019472845,0.05763031467207114,0.0977983109888366,0.055812353842661484,-253.63055785078387,381.1153061314286,-0.03734547207924259,0.1361901834224247,-0.02660423617584338,0.1363074244132089,0.49406380544395073,0.06333487169394653,1549,26
